"iso_code","method","year","mean","lower_ci","upper_ci","region","country","income_group","coverage","delta","lower_delta","upper_delta","within_ci","ci_width"
"SLE","ARIMA(0,1,0)",2022,0.95,0.691111095745328,0.99,"Africa","Sierra Leone","LIC",0.91,-0.0399999999999999,0.218888904254672,-0.08,TRUE,0.298888904254672
"SLV","ARIMA(0,0,0) with non-zero mean",2020,0.9245,0.839073067191295,0.99,"Americas","El Salvador","UMIC",0.76,-0.1645,-0.0790730671912955,-0.23,FALSE,0.150926932808705
"SLV","ARIMA(0,0,0) with non-zero mean",2021,0.9245,0.839073067191295,0.99,"Americas","El Salvador","UMIC",0.78,-0.1445,-0.0590730671912955,-0.21,FALSE,0.150926932808705
"SLV","ARIMA(0,0,0) with non-zero mean",2022,0.9245,0.839073067191295,0.99,"Americas","El Salvador","UMIC",0.75,-0.1745,-0.0890730671912955,-0.24,FALSE,0.150926932808705
"SMR","ARIMA(0,1,0)",2020,0.88,0.844592051129079,0.915407948870921,"Europe","San Marino","HIC",0.89,0.01,0.0454079488709207,-0.0254079488709207,TRUE,0.0708158977418414
"SMR","ARIMA(0,1,0)",2021,0.88,0.829925598490931,0.930074401509069,"Europe","San Marino","HIC",0.9,0.02,0.0700744015090692,-0.0300744015090691,TRUE,0.100148803018138
"SMR","ARIMA(0,1,0)",2022,0.88,0.818671633563764,0.941328366436236,"Europe","San Marino","HIC",0.92,0.04,0.101328366436236,-0.0213283664362357,TRUE,0.122656732872471
"SRB","ARIMA(0,0,0) with non-zero mean",2020,0.936500000000051,0.886723088290426,0.986276911709675,"Europe","Serbia","UMIC",0.92,-0.0165000000000505,0.0332769117095736,-0.0662769117096745,TRUE,0.0995538234192481
"SRB","ARIMA(0,0,0) with non-zero mean",2021,0.936500000000051,0.886723088290426,0.986276911709675,"Europe","Serbia","UMIC",0.91,-0.0265000000000505,0.0232769117095736,-0.0762769117096745,TRUE,0.0995538234192481
"SRB","ARIMA(0,0,0) with non-zero mean",2022,0.936500000000051,0.886723088290426,0.986276911709675,"Europe","Serbia","UMIC",0.92,-0.0165000000000505,0.0332769117095736,-0.0662769117096745,TRUE,0.0995538234192481
"STP","ARIMA(1,0,0) with non-zero mean",2020,0.946890938111494,0.894777350650979,0.99,"Africa","Sao Tome and Principe","LMIC",0.96,0.0131090618885059,0.0652226493490212,-0.03,TRUE,0.0952226493490212
"STP","ARIMA(1,0,0) with non-zero mean",2021,0.944124579527297,0.874368336761876,0.99,"Africa","Sao Tome and Principe","LMIC",0.97,0.025875420472703,0.0956316632381241,-0.02,TRUE,0.115631663238124
"STP","ARIMA(1,0,0) with non-zero mean",2022,0.941663149008769,0.860618939407361,0.99,"Africa","Sao Tome and Principe","LMIC",0.97,0.028336850991231,0.109381060592639,-0.02,TRUE,0.129381060592639
"SUR","ARIMA(1,0,0) with non-zero mean",2020,0.773675699474721,0.658511312742473,0.888840086206968,"Americas","Suriname","UMIC",0.51,-0.263675699474721,-0.148511312742473,-0.378840086206968,FALSE,0.230328773464495
"SUR","ARIMA(1,0,0) with non-zero mean",2021,0.775757331251169,0.643407377803738,0.9081072846986,"Americas","Suriname","UMIC",0.72,-0.0557573312511688,0.0765926221962622,-0.1881072846986,TRUE,0.264699906894862
"SUR","ARIMA(1,0,0) with non-zero mean",2022,0.776936206423777,0.639528949822851,0.914343463024703,"Americas","Suriname","UMIC",0.77,-0.00693620642377712,0.130471050177149,-0.144343463024703,TRUE,0.274814513201852
"SVK","ARIMA(1,1,0)",2020,0.976196713136292,0.968629608669292,0.983763817603292,"Europe","Slovakia","HIC",0.97,-0.00619671313629166,0.00137039133070826,-0.0137638176032916,TRUE,0.0151342089339999
"SVK","ARIMA(1,1,0)",2021,0.980036638505641,0.965632609606654,0.99,"Europe","Slovakia","HIC",0.97,-0.0100366385056407,0.00436739039334566,-0.02,TRUE,0.0243673903933457
"SVK","ARIMA(1,1,0)",2022,0.982416130103503,0.961502969623636,0.99,"Europe","Slovakia","HIC",0.97,-0.0124161301035032,0.00849703037636429,-0.02,TRUE,0.0284970303763643
"SVN","ARIMA(1,0,0) with non-zero mean",2020,0.948703815779011,0.928183821173297,0.969223810384725,"Europe","Slovenia","HIC",0.95,0.00129618422098932,0.0218161788267033,-0.0192238103847246,TRUE,0.0410399892114279
"SVN","ARIMA(1,0,0) with non-zero mean",2021,0.947609215311324,0.920751176643517,0.974467253979131,"Europe","Slovenia","HIC",0.86,-0.0876092153113237,-0.0607511766435166,-0.114467253979131,FALSE,0.0537160773356142
"SVN","ARIMA(1,0,0) with non-zero mean",2022,0.946684848107605,0.916098898762135,0.977270797453075,"Europe","Slovenia","HIC",0.89,-0.0566848481076049,-0.0260988987621349,-0.0872707974530749,FALSE,0.06117189869094
"SWE","ARIMA(0,1,0)",2020,0.98,0.96993574741873,0.99,"Europe","Sweden","HIC",0.97,-0.01,6.42525812695194e-05,-0.02,TRUE,0.0200642525812695
"SWE","ARIMA(0,1,0)",2021,0.98,0.96576699750442,0.99,"Europe","Sweden","HIC",0.98,0,0.0142330024955798,-0.01,TRUE,0.0242330024955798
"SWE","ARIMA(0,1,0)",2022,0.98,0.962568203189035,0.99,"Europe","Sweden","HIC",0.94,-0.04,-0.022568203189035,-0.05,FALSE,0.0274317968109651
"SWZ","ARIMA(0,1,0)",2020,0.9,0.855485657560597,0.944514342439403,"Africa","Eswatini","LMIC",0.83,-0.0700000000000001,-0.0254856575605974,-0.114514342439403,FALSE,0.0890286848788053
"SWZ","ARIMA(0,1,0)",2021,0.9,0.837047213202077,0.962952786797924,"Africa","Eswatini","LMIC",0.77,-0.13,-0.0670472132020765,-0.192952786797923,FALSE,0.125905573595847
"SWZ","ARIMA(0,1,0)",2022,0.9,0.822898897229435,0.977101102770565,"Africa","Eswatini","LMIC",0.97,0.07,0.147101102770565,-0.00710110277056497,TRUE,0.15420220554113
"SYC","ARIMA(0,0,1) with non-zero mean",2020,0.984602706939938,0.965739864526817,0.99,"Africa","Seychelles","HIC",0.97,-0.0146027069399384,0.00426013547318316,-0.02,TRUE,0.0242601354731832
"SYC","ARIMA(0,0,1) with non-zero mean",2021,0.983755023653496,0.962788592755925,0.99,"Africa","Seychelles","HIC",0.94,-0.0437550236534965,-0.0227885927559246,-0.05,FALSE,0.0272114072440754
"SYC","ARIMA(0,0,1) with non-zero mean",2022,0.983755023653496,0.962788592755925,0.99,"Africa","Seychelles","HIC",0.97,-0.0137550236534965,0.00721140724407543,-0.02,TRUE,0.0272114072440754
"SYR","ARIMA(0,1,0)",2020,0.54,0.40361491784878,0.67638508215122,"Asia","Syrian Arab Republic","LIC",0.49,-0.05,0.0863850821512201,-0.18638508215122,TRUE,0.27277016430244
"SYR","ARIMA(0,1,0)",2021,0.54,0.347122367116376,0.732877632883624,"Asia","Syrian Arab Republic","LIC",0.48,-0.0600000000000001,0.132877632883624,-0.252877632883624,TRUE,0.385755265767248
"SYR","ARIMA(0,1,0)",2022,0.54,0.303774108319632,0.776225891680368,"Asia","Syrian Arab Republic","LIC",0.46,-0.08,0.156225891680368,-0.316225891680368,TRUE,0.472451783360737
"TCD","ARIMA(0,1,0)",2020,0.5,0.357738092932517,0.642261907067484,"Africa","Chad","LIC",0.52,0.02,0.162261907067484,-0.122261907067484,TRUE,0.284523814134967
"TCD","ARIMA(0,1,0)",2021,0.5,0.298811281616104,0.701188718383896,"Africa","Chad","LIC",0.58,0.08,0.281188718383896,-0.121188718383896,TRUE,0.402377436767792
"TCD","ARIMA(0,1,0)",2022,0.5,0.253595148977477,0.746404851022523,"Africa","Chad","LIC",0.6,0.1,0.346404851022523,-0.146404851022523,TRUE,0.492809702045047
"TGO","ARIMA(0,1,0)",2020,0.84,0.726781519387324,0.953218480612676,"Africa","Togo","LIC",0.82,-0.02,0.0932184806126761,-0.133218480612676,TRUE,0.226436961225352
"TGO","ARIMA(0,1,0)",2021,0.84,0.679884889206278,0.99,"Africa","Togo","LIC",0.83,-0.01,0.150115110793722,-0.16,TRUE,0.310115110793722
"TGO","ARIMA(0,1,0)",2022,0.84,0.643899839223093,0.99,"Africa","Togo","LIC",0.82,-0.02,0.176100160776907,-0.17,TRUE,0.346100160776907
"THA","ARIMA(1,0,0) with non-zero mean",2020,0.972161830630472,0.958181191887412,0.986142469373531,"Asia","Thailand","UMIC",0.97,-0.00216183063047171,0.0118188081125876,-0.016142469373531,TRUE,0.0279612774861187
"THA","ARIMA(1,0,0) with non-zero mean",2021,0.973792505677352,0.956280547006061,0.99,"Asia","Thailand","UMIC",0.97,-0.00379250567735212,0.0137194529939391,-0.02,TRUE,0.0337194529939391
"THA","ARIMA(1,0,0) with non-zero mean",2022,0.975022528543638,0.955788589473143,0.99,"Asia","Thailand","UMIC",0.97,-0.00502252854363849,0.0142114105268565,-0.02,TRUE,0.0342114105268565
"TJK","ARIMA(0,1,0)",2020,0.97,0.927817761282953,0.99,"Asia","Tajikistan","LMIC",0.97,0,0.042182238717047,-0.02,TRUE,0.062182238717047
"TJK","ARIMA(0,1,0)",2021,0.97,0.910345305915093,0.99,"Asia","Tajikistan","LMIC",0.97,0,0.0596546940849073,-0.02,TRUE,0.0796546940849073
"TJK","ARIMA(0,1,0)",2022,0.97,0.896938219365076,0.99,"Asia","Tajikistan","LMIC",0.97,0,0.0730617806349243,-0.02,TRUE,0.0930617806349243
"TKM","ARIMA(0,0,0) with non-zero mean",2020,0.968500000000069,0.900523014209224,0.99,"Asia","Turkmenistan","UMIC",0.98,0.0114999999999315,0.0794769857907758,-0.01,TRUE,0.0894769857907758
"TKM","ARIMA(0,0,0) with non-zero mean",2021,0.968500000000069,0.900523014209224,0.99,"Asia","Turkmenistan","UMIC",0.97,0.00149999999993145,0.0694769857907758,-0.02,TRUE,0.0894769857907758
"TKM","ARIMA(0,0,0) with non-zero mean",2022,0.968500000000069,0.900523014209224,0.99,"Asia","Turkmenistan","UMIC",0.98,0.0114999999999315,0.0794769857907758,-0.01,TRUE,0.0894769857907758
"TON","ARIMA(1,0,0) with non-zero mean",2020,0.980907687541105,0.936147259240584,0.99,"Oceania","Tonga","UMIC",0.99,0.00909231245889475,0.0538527407594157,0,TRUE,0.0538527407594157
"TON","ARIMA(1,0,0) with non-zero mean",2021,0.977211414464727,0.928893689358556,0.99,"Oceania","Tonga","UMIC",0.99,0.0127885855352726,0.0611063106414437,0,TRUE,0.0611063106414437
"TON","ARIMA(1,0,0) with non-zero mean",2022,0.975708778615275,0.926828079905179,0.99,"Oceania","Tonga","UMIC",0.99,0.0142912213847248,0.0631719200948209,0,TRUE,0.0631719200948209
"TTO","ARIMA(0,0,0) with non-zero mean",2020,0.923499999999941,0.865820666432672,0.981179333567211,"Americas","Trinidad and Tobago","HIC",0.96,0.0365000000000586,0.0941793335673278,-0.0211793335672106,TRUE,0.115358667134538
"TTO","ARIMA(0,0,0) with non-zero mean",2021,0.923499999999941,0.865820666432672,0.981179333567211,"Americas","Trinidad and Tobago","HIC",0.94,0.0165000000000586,0.0741793335673278,-0.0411793335672106,TRUE,0.115358667134538
"TTO","ARIMA(0,0,0) with non-zero mean",2022,0.923499999999941,0.865820666432672,0.981179333567211,"Americas","Trinidad and Tobago","HIC",0.93,0.00650000000005868,0.0641793335673279,-0.0511793335672105,TRUE,0.115358667134538
"TUN","ARIMA(1,0,0) with non-zero mean",2020,0.978279269729483,0.960874883138534,0.99,"Africa","Tunisia","LMIC",0.97,-0.00827926972948301,0.009125116861466,-0.02,TRUE,0.029125116861466
"TUN","ARIMA(1,0,0) with non-zero mean",2021,0.977497382300505,0.958380481331404,0.99,"Africa","Tunisia","LMIC",0.97,-0.00749738230050545,0.0116195186685959,-0.02,TRUE,0.0316195186685959
"TUN","ARIMA(1,0,0) with non-zero mean",2022,0.97714209828995,0.957690379111797,0.99,"Africa","Tunisia","LMIC",0.97,-0.00714209828995005,0.012309620888203,-0.02,TRUE,0.032309620888203
"TUR","ARIMA(0,1,0)",2020,0.99,0.882084144981468,0.99,"Asia","Turkiye","UMIC",0.98,-0.01,0.0979158550185315,-0.01,TRUE,0.107915855018532
"TUR","ARIMA(0,1,0)",2021,0.99,0.837383934237704,0.99,"Asia","Turkiye","UMIC",0.95,-0.04,0.112616065762296,-0.04,TRUE,0.152616065762296
"TUR","ARIMA(0,1,0)",2022,0.99,0.803084256165667,0.99,"Asia","Turkiye","UMIC",0.99,0,0.186915743834333,0,TRUE,0.186915743834333
"TUV","ARIMA(0,0,0) with non-zero mean",2020,0.934499999999912,0.847897789333571,0.99,"Oceania","Tuvalu","UMIC",0.95,0.015500000000088,0.102102210666429,-0.04,TRUE,0.142102210666429
"TUV","ARIMA(0,0,0) with non-zero mean",2021,0.934499999999912,0.847897789333571,0.99,"Oceania","Tuvalu","UMIC",0.94,0.00550000000008799,0.0921022106664289,-0.05,TRUE,0.142102210666429
"TUV","ARIMA(0,0,0) with non-zero mean",2022,0.934499999999912,0.847897789333571,0.99,"Oceania","Tuvalu","UMIC",0.91,-0.0244999999999119,0.062102210666429,-0.08,TRUE,0.142102210666429
"TZA","ARIMA(1,0,0) with non-zero mean",2020,0.88996367593717,0.81590078998559,0.964026561888749,"Africa","United Republic of Tanzania","LMIC",0.86,-0.0299636759371698,0.0440992100144096,-0.104026561888749,TRUE,0.148125771903159
"TZA","ARIMA(1,0,0) with non-zero mean",2021,0.889941204946944,0.802852022393746,0.977030387500142,"Africa","United Republic of Tanzania","LMIC",0.81,-0.0799412049469438,0.00714797760625419,-0.167030387500142,TRUE,0.174178365106396
"TZA","ARIMA(1,0,0) with non-zero mean",2022,0.889927303820187,0.798341880091854,0.98151272754852,"Africa","United Republic of Tanzania","LMIC",0.88,-0.00992730382018692,0.081658119908146,-0.10151272754852,TRUE,0.183170847456666
"UGA","ARIMA(1,1,0) with drift",2020,0.961843376492923,0.913672232849882,0.99,"Africa","Uganda","LIC",0.89,-0.0718433764929233,-0.023672232849882,-0.1,FALSE,0.076327767150118
"UGA","ARIMA(1,1,0) with drift",2021,0.979026513766311,0.924289521031032,0.99,"Africa","Uganda","LIC",0.91,-0.0690265137663105,-0.0142895210310315,-0.08,FALSE,0.0657104789689684
"UGA","ARIMA(1,1,0) with drift",2022,0.99,0.937332311665335,0.99,"Africa","Uganda","LIC",0.89,-0.1,-0.0473323116653352,-0.1,FALSE,0.0526676883346647
"URY","ARIMA(0,0,1) with non-zero mean",2020,0.949399001685293,0.921454111554971,0.977343891815614,"Americas","Uruguay","HIC",0.92,-0.0293990016852925,-0.00145411155497122,-0.0573438918156138,FALSE,0.0558897802606426
"URY","ARIMA(0,0,1) with non-zero mean",2021,0.939651629824556,0.90303069064811,0.976272569001001,"Americas","Uruguay","HIC",0.91,-0.0296516298245558,0.00696930935188977,-0.0662725690010014,TRUE,0.0732418783528912
"URY","ARIMA(0,0,1) with non-zero mean",2022,0.939651629824556,0.90303069064811,0.976272569001001,"Americas","Uruguay","HIC",0.94,0.00034837017544409,0.0369693093518897,-0.0362725690010015,TRUE,0.0732418783528912
"USA","ARIMA(1,0,0) with non-zero mean",2020,0.943460432663896,0.928866873009609,0.958053992318184,"Americas","United States","HIC",0.93,-0.0134604326638962,0.00113312699039114,-0.0280539923181835,TRUE,0.0291871193085746
"USA","ARIMA(1,0,0) with non-zero mean",2021,0.94548306305385,0.928579444373976,0.962386681733723,"Americas","United States","HIC",0.94,-0.00548306305384982,0.0114205556260237,-0.0223866817337234,TRUE,0.0338072373597471
"USA","ARIMA(1,0,0) with non-zero mean",2022,0.94666529489932,0.929041720633789,0.964288869164851,"Americas","United States","HIC",0.94,-0.00666529489932022,0.0109582793662106,-0.0242888691648511,TRUE,0.0352471485310617
"UZB","ARIMA(0,0,1) with non-zero mean",2020,0.968232861034553,0.95094696552461,0.985518756544497,"Asia","Uzbekistan","LMIC",0.95,-0.0182328610345532,-0.000946965524609822,-0.0355187565444967,FALSE,0.0345717910198868
"UZB","ARIMA(0,0,1) with non-zero mean",2021,0.983028616344258,0.961110627021232,0.99,"Asia","Uzbekistan","LMIC",0.98,-0.00302861634425833,0.0188893729787679,-0.01,TRUE,0.0288893729787679
"UZB","ARIMA(0,0,1) with non-zero mean",2022,0.983028616344258,0.961110627021232,0.99,"Asia","Uzbekistan","LMIC",0.99,0.00697138365574168,0.0288893729787679,0,TRUE,0.0288893729787679
"VCT","ARIMA(0,0,1) with non-zero mean",2020,0.981852094462693,0.965092969084166,0.99,"Americas","Saint Vincent and the Grenadines","UMIC",0.97,-0.0118520944626934,0.00490703091583389,-0.02,TRUE,0.0249070309158339
"VCT","ARIMA(0,0,1) with non-zero mean",2021,0.982758231752378,0.961989034984119,0.99,"Americas","Saint Vincent and the Grenadines","UMIC",0.92,-0.0627582317523777,-0.0419890349841188,-0.07,FALSE,0.0280109650158812
"VCT","ARIMA(0,0,1) with non-zero mean",2022,0.982758231752378,0.961989034984119,0.99,"Americas","Saint Vincent and the Grenadines","UMIC",0.92,-0.0627582317523777,-0.0419890349841188,-0.07,FALSE,0.0280109650158812
"VEN","ARIMA(0,0,1) with non-zero mean",2020,0.713930774001799,0.523443493777231,0.904418054226368,"Americas","Venezuela (Bolivarian Republic of)","",0.54,-0.173930774001799,0.0165565062227693,-0.364418054226368,TRUE,0.380974560449137
"VEN","ARIMA(0,0,1) with non-zero mean",2021,0.738593674299931,0.531208719575949,0.945978629023912,"Americas","Venezuela (Bolivarian Republic of)","",0.56,-0.17859367429993,0.0287912804240509,-0.385978629023912,TRUE,0.414769909447963
"VEN","ARIMA(0,0,1) with non-zero mean",2022,0.738593674299931,0.531208719575949,0.945978629023912,"Americas","Venezuela (Bolivarian Republic of)","",0.56,-0.17859367429993,0.0287912804240509,-0.385978629023912,TRUE,0.414769909447963
"VNM","ARIMA(0,0,0) with non-zero mean",2020,0.911,0.716255789142756,0.99,"Asia","Viet Nam","LMIC",0.94,0.029,0.223744210857244,-0.05,TRUE,0.273744210857244
"VNM","ARIMA(0,0,0) with non-zero mean",2021,0.911,0.716255789142756,0.99,"Asia","Viet Nam","LMIC",0.83,-0.081,0.113744210857244,-0.16,TRUE,0.273744210857244
"VNM","ARIMA(0,0,0) with non-zero mean",2022,0.911,0.716255789142756,0.99,"Asia","Viet Nam","LMIC",0.91,-0.00099999999999989,0.193744210857244,-0.08,TRUE,0.273744210857244
"VUT","ARIMA(0,1,0) with drift",2020,0.909999999999988,0.862887219209768,0.957112780790208,"Oceania","Vanuatu","LMIC",0.78,-0.129999999999988,-0.0828872192097678,-0.177112780790208,FALSE,0.0942255615804399
"VUT","ARIMA(0,1,0) with drift",2021,0.919999999999976,0.853372466445336,0.986627533554616,"Oceania","Vanuatu","LMIC",0.62,-0.299999999999976,-0.233372466445336,-0.366627533554616,FALSE,0.13325506710928
"VUT","ARIMA(0,1,0) with drift",2022,0.929999999999964,0.848398269985447,0.99,"Oceania","Vanuatu","LMIC",0.68,-0.249999999999963,-0.168398269985447,-0.31,FALSE,0.141601730014553
"WSM","ARIMA(1,0,0) with non-zero mean",2020,0.703149492516755,0.438840978884746,0.967458006148765,"Oceania","Samoa","LMIC",0.89,0.186850507483245,0.451159021115254,-0.077458006148765,TRUE,0.528617027264019
"WSM","ARIMA(1,0,0) with non-zero mean",2021,0.716922850943632,0.409370087820873,0.99,"Oceania","Samoa","LMIC",0.85,0.133077149056368,0.440629912179127,-0.14,TRUE,0.580629912179127
"WSM","ARIMA(1,0,0) with non-zero mean",2022,0.725117648398388,0.403647760585822,0.99,"Oceania","Samoa","LMIC",0.76,0.0348823516016119,0.356352239414178,-0.23,TRUE,0.586352239414178
"YEM","ARIMA(2,0,1) with non-zero mean",2020,0.76438900112754,0.69558318559794,0.833194816657141,"Asia","Yemen","LIC",0.72,-0.0443890011275405,0.0244168144020602,-0.113194816657141,TRUE,0.137611631059201
"YEM","ARIMA(2,0,1) with non-zero mean",2021,0.733042544318328,0.627351452890254,0.838733635746403,"Asia","Yemen","LIC",0.72,-0.0130425443183285,0.0926485471097456,-0.118733635746403,TRUE,0.211382182856148
"YEM","ARIMA(2,0,1) with non-zero mean",2022,0.715972834721177,0.609917506520363,0.822028162921991,"Asia","Yemen","LIC",0.74,0.0240271652788232,0.130082493479637,-0.0820281629219908,TRUE,0.212110656401628
"ZAF","ARIMA(0,1,0)",2020,0.85,0.776664128206753,0.923335871793247,"Africa","South Africa","UMIC",0.84,-0.01,0.063335871793247,-0.083335871793247,TRUE,0.146671743586494
"ZAF","ARIMA(0,1,0)",2021,0.85,0.746287415501536,0.953712584498464,"Africa","South Africa","UMIC",0.86,0.01,0.113712584498464,-0.0937125844984643,TRUE,0.207425168996929
"ZAF","ARIMA(0,1,0)",2022,0.85,0.722978544036739,0.977021455963261,"Africa","South Africa","UMIC",0.85,0,0.127021455963261,-0.127021455963261,TRUE,0.254042911926522
"ZMB","ARIMA(0,0,1) with non-zero mean",2020,0.863372861859975,0.789388457343064,0.937357266376887,"Africa","Zambia","LMIC",0.84,-0.0233728618599753,0.0506115426569359,-0.0973572663768866,TRUE,0.147968809033822
"ZMB","ARIMA(0,0,1) with non-zero mean",2021,0.854251908798857,0.760181711432317,0.948322106165398,"Africa","Zambia","LMIC",0.91,0.0557480912011428,0.149818288567683,-0.0383221061653977,TRUE,0.188140394733081
"ZMB","ARIMA(0,0,1) with non-zero mean",2022,0.854251908798857,0.760181711432317,0.948322106165398,"Africa","Zambia","LMIC",0.82,-0.0342519087988573,0.0598182885676831,-0.128322106165398,TRUE,0.188140394733081
"ZWE","ARIMA(0,1,0)",2020,0.9,0.810973829125053,0.989026170874947,"Africa","Zimbabwe","LMIC",0.86,-0.04,0.0490261708749467,-0.129026170874947,TRUE,0.178052341749893
"ZWE","ARIMA(0,1,0)",2021,0.9,0.774097981742506,0.99,"Africa","Zimbabwe","LMIC",0.88,-0.02,0.105902018257494,-0.11,TRUE,0.215902018257494
"ZWE","ARIMA(0,1,0)",2022,0.9,0.745802148841284,0.99,"Africa","Zimbabwe","LMIC",0.9,0,0.154197851158716,-0.09,TRUE,0.244197851158716
